time te rho
3.010000e-09 3.579000e+00 1.621000e-03
3.020000e-09 3.596000e+00 1.612000e-03
3.030000e-09 3.613000e+00 1.603000e-03
3.040000e-09 3.630000e+00 1.595000e-03
3.050000e-09 3.647000e+00 1.586000e-03
3.060000e-09 3.664000e+00 1.578000e-03
3.070000e-09 3.681000e+00 1.569000e-03
3.080000e-09 3.697000e+00 1.561000e-03
3.090000e-09 3.714000e+00 1.553000e-03
3.100000e-09 3.731000e+00 1.545000e-03
3.110000e-09 3.748000e+00 1.537000e-03
3.120000e-09 3.765000e+00 1.529000e-03
3.130000e-09 3.782000e+00 1.521000e-03
3.140000e-09 3.799000e+00 1.513000e-03
3.150000e-09 3.816000e+00 1.506000e-03
3.160000e-09 3.833000e+00 1.498000e-03
3.170000e-09 3.850000e+00 1.490000e-03
3.180000e-09 3.867000e+00 1.483000e-03
3.190000e-09 3.884000e+00 1.475000e-03
3.200000e-09 3.901000e+00 1.468000e-03
3.210000e-09 3.918000e+00 1.461000e-03
3.220000e-09 3.935000e+00 1.453000e-03
3.230000e-09 3.952000e+00 1.446000e-03
3.240000e-09 3.969000e+00 1.439000e-03
3.250000e-09 3.986000e+00 1.432000e-03
3.260000e-09 4.003000e+00 1.425000e-03
3.270000e-09 4.020000e+00 1.418000e-03
3.280000e-09 4.037000e+00 1.411000e-03
3.290000e-09 4.053000e+00 1.404000e-03
3.300000e-09 4.070000e+00 1.397000e-03
3.310000e-09 4.087000e+00 1.390000e-03
3.320000e-09 4.104000e+00 1.383000e-03
3.330000e-09 4.121000e+00 1.377000e-03
3.340000e-09 4.137000e+00 1.370000e-03
3.350000e-09 4.154000e+00 1.363000e-03
3.360000e-09 4.171000e+00 1.357000e-03
3.370000e-09 4.187000e+00 1.350000e-03
3.380000e-09 4.203000e+00 1.344000e-03
3.390000e-09 4.220000e+00 1.338000e-03
3.400000e-09 4.236000e+00 1.331000e-03
3.410000e-09 4.252000e+00 1.325000e-03
3.420000e-09 4.268000e+00 1.319000e-03
3.430000e-09 4.284000e+00 1.313000e-03
3.440000e-09 4.300000e+00 1.307000e-03
3.450000e-09 4.316000e+00 1.301000e-03
3.460000e-09 4.332000e+00 1.294000e-03
3.470000e-09 4.348000e+00 1.289000e-03
3.480000e-09 4.364000e+00 1.283000e-03
3.490000e-09 4.379000e+00 1.277000e-03
3.500000e-09 4.395000e+00 1.271000e-03
3.510000e-09 4.410000e+00 1.265000e-03
3.520000e-09 4.426000e+00 1.259000e-03
3.530000e-09 4.441000e+00 1.254000e-03
3.540000e-09 4.457000e+00 1.248000e-03
3.550000e-09 4.472000e+00 1.242000e-03
3.560000e-09 4.488000e+00 1.237000e-03
3.570000e-09 4.503000e+00 1.231000e-03
3.580000e-09 4.518000e+00 1.226000e-03
3.590000e-09 4.534000e+00 1.220000e-03
3.600000e-09 4.549000e+00 1.215000e-03
3.610000e-09 4.564000e+00 1.210000e-03
3.620000e-09 4.579000e+00 1.204000e-03
3.630000e-09 4.594000e+00 1.199000e-03
3.640000e-09 4.610000e+00 1.194000e-03
3.650000e-09 4.625000e+00 1.189000e-03
3.660000e-09 4.640000e+00 1.184000e-03
3.670000e-09 4.655000e+00 1.179000e-03
3.680000e-09 4.670000e+00 1.173000e-03
3.690000e-09 4.685000e+00 1.168000e-03
3.700000e-09 4.700000e+00 1.163000e-03
3.710000e-09 4.715000e+00 1.159000e-03
3.720000e-09 4.730000e+00 1.154000e-03
3.730000e-09 4.745000e+00 1.149000e-03
3.740000e-09 4.760000e+00 1.144000e-03
3.750000e-09 4.775000e+00 1.139000e-03
3.760000e-09 4.790000e+00 1.135000e-03
3.770000e-09 4.804000e+00 1.130000e-03
3.780000e-09 4.819000e+00 1.125000e-03
3.790000e-09 4.834000e+00 1.121000e-03
3.800000e-09 4.849000e+00 1.116000e-03
3.810000e-09 4.863000e+00 1.112000e-03
3.820000e-09 4.878000e+00 1.107000e-03
3.830000e-09 4.893000e+00 1.103000e-03
3.840000e-09 4.907000e+00 1.098000e-03
3.850000e-09 4.922000e+00 1.094000e-03
3.860000e-09 4.936000e+00 1.090000e-03
3.870000e-09 4.951000e+00 1.085000e-03
3.880000e-09 4.965000e+00 1.081000e-03
3.890000e-09 4.980000e+00 1.077000e-03
3.900000e-09 4.994000e+00 1.073000e-03
3.910000e-09 5.008000e+00 1.069000e-03
3.920000e-09 5.023000e+00 1.065000e-03
3.930000e-09 5.037000e+00 1.061000e-03
3.940000e-09 5.051000e+00 1.057000e-03
3.950000e-09 5.066000e+00 1.053000e-03
3.960000e-09 5.080000e+00 1.049000e-03
3.970000e-09 5.094000e+00 1.045000e-03
3.980000e-09 5.109000e+00 1.041000e-03
3.990000e-09 5.123000e+00 1.038000e-03
4.000000e-09 5.137000e+00 1.034000e-03
4.010000e-09 5.151000e+00 1.030000e-03
4.020000e-09 5.165000e+00 1.027000e-03
4.030000e-09 5.180000e+00 1.023000e-03
4.040000e-09 5.194000e+00 1.020000e-03
4.050000e-09 5.208000e+00 1.016000e-03
4.060000e-09 5.222000e+00 1.013000e-03
4.070000e-09 5.236000e+00 1.009000e-03
4.080000e-09 5.250000e+00 1.006000e-03
4.090000e-09 5.264000e+00 1.003000e-03
4.100000e-09 5.278000e+00 9.993000e-04
4.110000e-09 5.292000e+00 9.961000e-04
4.120000e-09 5.306000e+00 9.929000e-04
4.130000e-09 5.320000e+00 9.898000e-04
4.140000e-09 5.334000e+00 9.867000e-04
4.150000e-09 5.348000e+00 9.836000e-04
4.160000e-09 5.362000e+00 9.806000e-04
4.170000e-09 5.376000e+00 9.777000e-04
4.180000e-09 5.390000e+00 9.747000e-04
4.190000e-09 5.404000e+00 9.719000e-04
4.200000e-09 5.418000e+00 9.690000e-04
4.210000e-09 5.433000e+00 9.662000e-04
4.220000e-09 5.447000e+00 9.635000e-04
4.230000e-09 5.461000e+00 9.607000e-04
4.240000e-09 5.475000e+00 9.581000e-04
4.250000e-09 5.490000e+00 9.554000e-04
4.260000e-09 5.504000e+00 9.529000e-04
4.270000e-09 5.519000e+00 9.503000e-04
4.280000e-09 5.534000e+00 9.478000e-04
4.290000e-09 5.548000e+00 9.454000e-04
4.300000e-09 5.563000e+00 9.430000e-04
4.310000e-09 5.578000e+00 9.406000e-04
4.320000e-09 5.593000e+00 9.383000e-04
4.330000e-09 5.609000e+00 9.360000e-04
4.340000e-09 5.624000e+00 9.338000e-04
4.350000e-09 5.640000e+00 9.317000e-04
4.360000e-09 5.655000e+00 9.295000e-04
4.370000e-09 5.671000e+00 9.275000e-04
4.380000e-09 5.687000e+00 9.254000e-04
4.390000e-09 5.703000e+00 9.235000e-04
4.400000e-09 5.719000e+00 9.215000e-04
