time te rho
5.010000e-09 2.569000e+00 2.838000e-02
5.020000e-09 2.570000e+00 2.825000e-02
5.030000e-09 2.571000e+00 2.811000e-02
5.040000e-09 2.572000e+00 2.798000e-02
5.050000e-09 2.574000e+00 2.784000e-02
5.060000e-09 2.576000e+00 2.770000e-02
5.070000e-09 2.578000e+00 2.756000e-02
5.080000e-09 2.580000e+00 2.742000e-02
5.090000e-09 2.582000e+00 2.728000e-02
5.100000e-09 2.584000e+00 2.713000e-02
5.110000e-09 2.587000e+00 2.698000e-02
5.120000e-09 2.590000e+00 2.683000e-02
5.130000e-09 2.593000e+00 2.668000e-02
5.140000e-09 2.596000e+00 2.653000e-02
5.150000e-09 2.599000e+00 2.638000e-02
5.160000e-09 2.602000e+00 2.622000e-02
5.170000e-09 2.606000e+00 2.607000e-02
5.180000e-09 2.609000e+00 2.591000e-02
5.190000e-09 2.613000e+00 2.576000e-02
5.200000e-09 2.617000e+00 2.560000e-02
5.210000e-09 2.622000e+00 2.544000e-02
5.220000e-09 2.626000e+00 2.528000e-02
5.230000e-09 2.631000e+00 2.512000e-02
5.240000e-09 2.635000e+00 2.497000e-02
5.250000e-09 2.640000e+00 2.481000e-02
5.260000e-09 2.645000e+00 2.465000e-02
5.270000e-09 2.650000e+00 2.449000e-02
5.280000e-09 2.656000e+00 2.433000e-02
5.290000e-09 2.661000e+00 2.417000e-02
5.300000e-09 2.667000e+00 2.401000e-02
5.310000e-09 2.673000e+00 2.385000e-02
5.320000e-09 2.679000e+00 2.369000e-02
5.330000e-09 2.685000e+00 2.353000e-02
5.340000e-09 2.691000e+00 2.337000e-02
5.350000e-09 2.698000e+00 2.321000e-02
5.360000e-09 2.705000e+00 2.305000e-02
5.370000e-09 2.712000e+00 2.290000e-02
5.380000e-09 2.719000e+00 2.274000e-02
5.390000e-09 2.726000e+00 2.258000e-02
5.400000e-09 2.733000e+00 2.242000e-02
5.410000e-09 2.741000e+00 2.227000e-02
5.420000e-09 2.749000e+00 2.211000e-02
5.430000e-09 2.757000e+00 2.196000e-02
5.440000e-09 2.765000e+00 2.180000e-02
5.450000e-09 2.773000e+00 2.165000e-02
5.460000e-09 2.782000e+00 2.149000e-02
5.470000e-09 2.791000e+00 2.134000e-02
5.480000e-09 2.800000e+00 2.119000e-02
5.490000e-09 2.809000e+00 2.104000e-02
5.500000e-09 2.818000e+00 2.089000e-02
5.510000e-09 2.828000e+00 2.074000e-02
5.520000e-09 2.838000e+00 2.059000e-02
5.530000e-09 2.848000e+00 2.044000e-02
5.540000e-09 2.858000e+00 2.029000e-02
5.550000e-09 2.868000e+00 2.014000e-02
5.560000e-09 2.879000e+00 1.999000e-02
5.570000e-09 2.890000e+00 1.985000e-02
5.580000e-09 2.901000e+00 1.970000e-02
5.590000e-09 2.912000e+00 1.956000e-02
5.600000e-09 2.924000e+00 1.941000e-02
5.610000e-09 2.935000e+00 1.927000e-02
5.620000e-09 2.947000e+00 1.913000e-02
5.630000e-09 2.959000e+00 1.899000e-02
5.640000e-09 2.972000e+00 1.884000e-02
5.650000e-09 2.985000e+00 1.870000e-02
5.660000e-09 2.997000e+00 1.856000e-02
5.670000e-09 3.011000e+00 1.843000e-02
5.680000e-09 3.024000e+00 1.829000e-02
5.690000e-09 3.037000e+00 1.815000e-02
5.700000e-09 3.051000e+00 1.801000e-02
5.710000e-09 3.065000e+00 1.788000e-02
5.720000e-09 3.080000e+00 1.774000e-02
5.730000e-09 3.095000e+00 1.761000e-02
5.740000e-09 3.109000e+00 1.747000e-02
5.750000e-09 3.125000e+00 1.734000e-02
5.760000e-09 3.140000e+00 1.721000e-02
5.770000e-09 3.156000e+00 1.707000e-02
5.780000e-09 3.172000e+00 1.694000e-02
5.790000e-09 3.189000e+00 1.681000e-02
5.800000e-09 3.206000e+00 1.668000e-02
